age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;prob_class_1
29;management;single;tertiary;no;1431;no;no;cellular;18;jun;201;4;-1;0;unknown;0.51069117
50;admin.;married;secondary;no;100;yes;no;unknown;18;jun;23;1;-1;0;unknown;0.00080972427
20;student;single;secondary;no;153;no;no;unknown;21;jun;100;1;-1;0;unknown;0.039280843
46;services;married;secondary;no;0;yes;no;cellular;22;jun;154;1;124;1;other;0.22036667
61;retired;married;secondary;no;2011;no;no;cellular;22;jun;292;1;578;2;failure;0.8096053
57;management;divorced;tertiary;no;3287;no;no;cellular;22;jun;867;1;84;3;success;0.8796862
32;admin.;single;secondary;no;131;yes;no;cellular;22;jun;522;1;183;2;success;0.931179
52;management;married;unknown;no;1708;no;no;telephone;23;jun;193;1;145;3;failure;0.29203403
32;management;married;tertiary;no;913;yes;no;cellular;23;jun;883;1;674;4;failure;0.6405222
64;retired;divorced;primary;no;109;no;no;cellular;23;jun;706;1;225;2;success;0.8467996
33;management;single;tertiary;no;224;no;no;cellular;23;jun;342;2;107;2;success;0.9121143
30;blue-collar;single;secondary;no;315;no;no;cellular;23;jun;1407;1;-1;0;unknown;0.8714136
36;management;single;tertiary;no;538;no;no;cellular;23;jun;339;1;183;5;success;0.9415522
32;technician;married;tertiary;no;903;yes;no;cellular;23;jun;181;1;320;1;other;0.1898937
59;management;married;tertiary;no;5397;no;no;cellular;23;jun;671;3;-1;0;unknown;0.71567917
34;student;single;unknown;no;5969;no;no;cellular;23;jun;442;2;292;10;failure;0.79778963
25;student;single;secondary;no;1957;no;no;cellular;24;jun;1207;4;385;1;failure;0.8566325
43;services;married;secondary;no;774;no;no;cellular;24;jun;482;1;91;2;success;0.90503985
75;retired;married;secondary;no;468;no;no;telephone;24;jun;316;1;-1;0;unknown;0.5604256
37;self-employed;single;tertiary;no;1188;no;no;cellular;24;jun;310;1;-1;0;unknown;0.70943034
24;student;single;unknown;no;1082;no;no;cellular;24;jun;185;1;-1;0;unknown;0.50325996
35;management;married;tertiary;no;1870;yes;no;cellular;24;jun;134;1;386;1;failure;0.069174476
30;technician;single;secondary;no;254;yes;yes;cellular;24;jun;167;3;416;2;unknown;0.22648437
27;management;single;tertiary;no;6791;no;no;cellular;24;jun;136;5;94;30;failure;0.24418035
31;technician;married;tertiary;no;3338;yes;no;cellular;24;jun;122;2;185;2;success;0.12602124
21;student;single;unknown;no;762;no;no;cellular;24;jun;288;1;-1;0;unknown;0.708993
40;technician;married;secondary;no;697;no;no;cellular;24;jun;220;2;219;2;other;0.52249616
53;blue-collar;married;unknown;no;960;no;yes;unknown;24;jun;180;1;687;2;other;0.08809242
37;admin.;divorced;secondary;no;450;yes;yes;unknown;24;jun;15;1;-1;0;unknown;0.002317601
37;admin.;single;secondary;no;16;no;no;unknown;24;jun;11;1;-1;0;unknown;0.00033071282
26;student;single;secondary;no;696;no;no;unknown;24;jun;22;1;-1;0;unknown;0.001777085
46;blue-collar;married;primary;no;67;no;no;unknown;24;jun;9;1;-1;0;unknown;0.00025863692
49;management;married;tertiary;no;1167;yes;yes;cellular;25;jun;213;6;150;8;failure;0.18712327
42;technician;divorced;tertiary;no;2611;yes;no;cellular;25;jun;300;1;389;3;failure;0.8702352
27;blue-collar;single;secondary;no;3145;no;no;cellular;25;jun;374;1;179;2;success;0.9059695
57;unemployed;married;secondary;no;1350;no;no;cellular;25;jun;131;1;388;1;failure;0.101483695
30;technician;single;secondary;no;938;no;no;cellular;25;jun;171;1;141;3;other;0.43203142
45;technician;married;tertiary;no;1818;yes;yes;cellular;25;jun;427;1;142;5;success;0.6718529
57;technician;married;secondary;no;363;no;no;cellular;25;jun;195;6;-1;0;unknown;0.40453357
33;management;single;tertiary;no;794;no;no;unknown;25;jun;12;1;-1;0;unknown;0.0007028034
29;technician;single;secondary;no;825;no;no;cellular;25;jun;472;2;-1;0;unknown;0.8233159
27;student;single;secondary;no;833;no;no;telephone;25;jun;359;5;-1;0;unknown;0.55026275
37;technician;married;tertiary;no;122;no;no;cellular;25;jun;266;2;318;3;other;0.7040259
30;blue-collar;single;primary;no;185;no;no;unknown;26;jun;11;1;-1;0;unknown;0.00027989538
35;management;married;tertiary;no;358;no;no;unknown;27;jun;18;1;-1;0;unknown;0.0013862863
34;services;married;unknown;no;746;no;no;unknown;27;jun;32;1;-1;0;unknown;0.0007476556
72;retired;married;primary;no;0;no;no;cellular;28;jun;348;6;94;6;failure;0.3469699
31;services;single;secondary;no;334;no;no;unknown;28;jun;54;1;-1;0;unknown;0.00064497796
47;management;single;tertiary;no;334;yes;no;cellular;28;jun;614;3;94;9;success;0.8739523
38;management;single;tertiary;no;623;no;no;cellular;28;jun;297;4;144;4;other;0.76655763
48;management;single;tertiary;no;86;no;no;cellular;28;jun;281;3;186;6;other;0.78055924
36;management;married;tertiary;no;1790;yes;no;cellular;28;jun;132;3;392;2;other;0.08686658
55;housemaid;divorced;primary;no;976;no;no;cellular;28;jun;345;1;94;3;other;0.48295325
39;technician;single;tertiary;no;393;no;no;cellular;28;jun;325;1;94;1;success;0.89520586
49;admin.;single;secondary;no;293;no;no;cellular;28;jun;452;1;-1;0;unknown;0.7724167
26;management;single;tertiary;no;222;no;no;cellular;28;jun;247;1;63;2;success;0.9258049
37;services;single;secondary;no;23;yes;no;cellular;28;jun;197;1;182;1;failure;0.3407016
68;retired;divorced;primary;no;476;no;no;telephone;28;jun;363;1;-1;0;unknown;0.5704357
31;student;single;tertiary;no;4951;no;no;cellular;28;jun;150;3;-1;0;unknown;0.30299437
22;student;single;secondary;no;10971;no;no;cellular;28;jun;181;2;-1;0;unknown;0.5201728
45;management;married;unknown;no;2724;no;no;cellular;28;jun;359;2;182;1;success;0.9123445
57;unknown;married;primary;no;1884;no;no;telephone;28;jun;133;4;-1;0;unknown;0.05631147
67;retired;married;primary;no;2391;no;no;cellular;28;jun;737;6;186;10;other;0.6728109
22;housemaid;single;secondary;no;1796;no;no;cellular;28;jun;369;3;-1;0;unknown;0.6952243
60;retired;married;secondary;no;11;no;no;cellular;29;jun;265;1;586;2;failure;0.75217676
31;blue-collar;single;secondary;no;54;yes;no;cellular;29;jun;401;1;-1;0;unknown;0.5007877
60;retired;married;secondary;no;2060;no;no;cellular;29;jun;135;4;95;4;failure;0.15889145
58;blue-collar;married;primary;no;3109;no;no;cellular;29;jun;295;1;287;4;success;0.85771185
41;admin.;married;secondary;no;3126;yes;no;cellular;29;jun;222;1;91;7;failure;0.42161664
47;admin.;married;secondary;no;0;no;yes;cellular;29;jun;238;1;139;4;failure;0.43375686
23;services;single;secondary;no;488;no;no;cellular;29;jun;205;1;91;3;success;0.91042703
30;student;single;secondary;no;314;no;no;cellular;29;jun;189;1;204;6;success;0.69467324
39;management;married;tertiary;no;2939;no;no;cellular;29;jun;385;1;165;2;success;0.74391717
35;unemployed;married;secondary;no;978;no;no;cellular;29;jun;660;2;182;6;success;0.9097015
33;management;single;tertiary;no;718;yes;no;cellular;29;jun;271;1;84;3;success;0.8796892
29;student;single;secondary;no;808;no;no;cellular;29;jun;189;1;362;1;other;0.5399137
33;management;single;tertiary;no;3143;no;no;cellular;29;jun;421;2;-1;0;unknown;0.8195606
45;technician;married;tertiary;no;2699;yes;no;cellular;29;jun;264;4;-1;0;unknown;0.41743124
50;technician;married;tertiary;no;5114;no;no;telephone;29;jun;286;2;153;2;other;0.5768235
32;technician;divorced;tertiary;no;3255;no;no;cellular;29;jun;167;2;-1;0;unknown;0.5040091
44;blue-collar;single;secondary;no;276;yes;no;unknown;29;jun;13;1;411;6;failure;0.008809331
27;student;single;secondary;no;1423;no;no;unknown;29;jun;8;1;-1;0;unknown;0.0058126226
31;management;single;tertiary;no;1539;yes;no;cellular;30;jun;107;2;756;2;other;0.067680344
32;student;single;tertiary;no;64;no;no;cellular;30;jun;598;4;105;5;failure;0.95666295
33;technician;single;secondary;no;555;no;no;cellular;30;jun;255;2;-1;0;unknown;0.75266266
48;admin.;single;secondary;no;1544;yes;no;telephone;30;jun;263;1;450;2;failure;0.8059347
19;student;single;secondary;no;424;no;no;cellular;30;jun;121;3;195;2;other;0.053024027
41;admin.;single;secondary;no;985;yes;no;cellular;30;jun;274;2;391;11;success;0.87133133
49;housemaid;married;primary;no;360;no;no;unknown;30;jun;6;1;-1;0;unknown;0.000900829
77;retired;married;tertiary;no;1047;no;no;cellular;30;jun;108;5;-1;0;unknown;0.06398355
43;management;single;tertiary;no;0;no;no;cellular;30;jun;275;2;296;1;failure;0.8423476
32;technician;single;tertiary;no;4071;no;no;cellular;30;jun;319;2;-1;0;unknown;0.86266774
39;technician;married;secondary;no;4861;yes;no;telephone;30;jun;119;1;183;2;other;0.013042428
21;student;single;secondary;no;2488;no;no;cellular;30;jun;258;6;169;3;success;0.88136685
74;retired;divorced;primary;no;29080;no;no;cellular;30;jun;301;5;93;4;other;0.80994534
72;retired;single;tertiary;no;1285;no;no;telephone;1;jul;494;4;150;9;failure;0.44937688
39;blue-collar;married;primary;no;1;yes;no;unknown;1;jul;165;1;745;2;failure;0.3680606
29;services;single;secondary;no;0;no;no;unknown;1;jul;12;1;514;3;failure;0.023885388
52;management;divorced;tertiary;no;3;no;no;unknown;1;jul;28;1;-1;0;unknown;0.022557896
42;technician;married;secondary;no;2152;no;no;cellular;1;jul;113;2;93;4;failure;0.03636718
32;management;single;tertiary;no;12569;no;no;cellular;1;jul;561;2;295;2;success;0.8969985
63;retired;married;secondary;no;2896;no;no;cellular;1;jul;304;1;119;2;success;0.774305
19;student;single;secondary;no;526;no;no;cellular;1;jul;174;1;199;3;failure;0.16976888
37;blue-collar;married;secondary;no;195;yes;no;unknown;1;jul;10;1;-1;0;unknown;0.0071654473
29;self-employed;single;tertiary;no;805;no;no;cellular;1;jul;302;2;128;8;success;0.72924864
53;services;divorced;secondary;no;36;yes;yes;unknown;2;jul;25;1;417;1;success;0.7705591
34;self-employed;single;tertiary;no;0;yes;no;unknown;2;jul;48;1;422;1;success;0.25853378
28;student;single;secondary;no;196;no;no;cellular;2;jul;423;3;-1;0;unknown;0.57566303
35;blue-collar;married;secondary;no;262;no;no;cellular;2;jul;96;2;109;4;success;0.051477395
31;services;single;secondary;no;1027;no;no;cellular;2;jul;217;3;-1;0;unknown;0.30950162
67;retired;married;tertiary;no;1948;no;no;cellular;2;jul;844;2;155;5;success;0.7193361
43;technician;divorced;unknown;no;4389;no;no;telephone;2;jul;632;2;85;1;success;0.80833775
32;self-employed;single;tertiary;no;4024;yes;no;cellular;2;jul;150;1;-1;0;unknown;0.2159056
26;blue-collar;single;secondary;no;463;no;yes;cellular;2;jul;248;2;-1;0;unknown;0.24489325
31;student;single;secondary;no;3511;no;no;cellular;2;jul;667;1;-1;0;unknown;0.7782555
45;management;married;secondary;no;2897;no;no;cellular;2;jul;301;2;88;5;failure;0.38093317
39;management;divorced;tertiary;no;224;no;no;cellular;2;jul;194;2;88;1;success;0.8384477
56;blue-collar;married;primary;no;1014;no;no;unknown;2;jul;5;1;-1;0;unknown;0.0039407415
35;self-employed;single;tertiary;no;398;no;no;cellular;5;jul;101;3;-1;0;unknown;0.040939335
29;technician;single;secondary;no;738;no;no;unknown;5;jul;29;1;-1;0;unknown;0.039657295
32;student;single;secondary;no;61;no;yes;cellular;5;jul;178;3;515;7;failure;0.11956206
28;services;single;secondary;no;198;no;no;cellular;5;jul;128;2;-1;0;unknown;0.15173356
32;blue-collar;single;secondary;no;1029;no;no;cellular;5;jul;175;4;-1;0;unknown;0.12066867
30;technician;single;tertiary;no;0;yes;no;cellular;5;jul;140;1;424;8;success;0.8096646
65;retired;divorced;secondary;no;744;no;no;cellular;5;jul;182;1;-1;0;unknown;0.36404717
24;admin.;single;tertiary;no;674;yes;no;cellular;6;jul;267;1;-1;0;unknown;0.1503254
32;management;single;tertiary;no;623;no;no;cellular;6;jul;335;3;194;2;failure;0.40397766
29;management;single;unknown;no;560;no;no;cellular;6;jul;212;1;92;2;success;0.8087686
50;technician;married;tertiary;no;0;no;yes;cellular;6;jul;257;1;85;7;failure;0.16926195
46;management;divorced;tertiary;no;558;no;no;cellular;6;jul;319;1;-1;0;unknown;0.19999823
30;management;married;tertiary;no;69;yes;no;unknown;6;jul;42;1;-1;0;unknown;0.002860341
60;technician;married;secondary;no;259;no;no;cellular;6;jul;396;1;386;2;success;0.9632352
33;blue-collar;single;secondary;no;688;no;no;unknown;6;jul;226;1;-1;0;unknown;0.048368752
37;technician;married;secondary;no;432;yes;no;cellular;6;jul;386;3;776;55;failure;0.74056435
60;management;divorced;primary;no;2694;no;no;telephone;6;jul;295;1;-1;0;unknown;0.26507798
43;technician;married;secondary;no;69;yes;yes;cellular;7;jul;156;1;260;2;failure;0.056177486
48;management;single;tertiary;no;159;no;no;telephone;7;jul;229;1;251;6;success;0.77990127
52;services;married;secondary;no;657;no;no;telephone;7;jul;398;2;460;2;failure;0.65800995
29;management;single;tertiary;no;1808;no;no;cellular;7;jul;273;2;433;1;success;0.92214596
71;retired;divorced;unknown;no;392;no;no;telephone;7;jul;276;2;-1;0;unknown;0.18470098
42;management;married;tertiary;no;298;no;no;cellular;8;jul;214;4;115;6;failure;0.27711484
47;management;single;tertiary;no;6651;no;no;cellular;8;jul;229;1;412;2;failure;0.5894881
70;retired;married;primary;no;2795;no;no;cellular;8;jul;480;1;181;2;success;0.9150725
28;management;single;tertiary;yes;1414;yes;no;cellular;8;jul;294;1;521;1;failure;0.5755395
70;retired;divorced;secondary;no;4572;no;no;cellular;8;jul;173;11;162;5;failure;0.18114714
31;self-employed;married;tertiary;no;2666;no;no;telephone;8;jul;411;2;148;9;other;0.5544167
80;retired;married;secondary;no;668;no;no;telephone;8;jul;250;1;371;1;success;0.8072911
29;management;single;tertiary;no;502;no;no;cellular;8;jul;968;1;87;5;failure;0.8712921
29;admin.;single;secondary;no;1992;no;no;cellular;8;jul;202;1;87;2;failure;0.29635042
23;student;single;secondary;no;1809;no;no;cellular;8;jul;414;2;-1;0;unknown;0.7023299
34;services;single;secondary;no;267;no;no;cellular;8;jul;449;2;-1;0;unknown;0.22585794
38;management;married;tertiary;no;2656;no;no;cellular;8;jul;230;2;-1;0;unknown;0.05902961
69;retired;married;secondary;no;2473;no;no;cellular;8;jul;967;3;-1;0;unknown;0.50269777
79;retired;divorced;unknown;no;2628;no;no;telephone;8;jul;220;7;450;2;failure;0.57263947
19;student;single;secondary;no;372;no;no;telephone;8;jul;444;3;-1;0;unknown;0.6894873
59;management;married;secondary;no;111;no;no;telephone;8;jul;312;2;381;3;failure;0.4006644
27;admin.;single;secondary;no;914;no;no;cellular;8;jul;131;2;-1;0;unknown;0.025921905
35;blue-collar;single;unknown;no;484;no;no;cellular;8;jul;344;1;87;3;failure;0.3232091
38;admin.;married;secondary;no;1767;yes;no;cellular;9;jul;483;4;239;7;success;0.6310923
32;technician;single;unknown;no;491;no;no;cellular;9;jul;474;7;-1;0;unknown;0.23633786
36;technician;single;secondary;no;966;no;no;cellular;9;jul;119;9;367;4;other;0.05827037
43;self-employed;married;tertiary;no;2501;no;no;cellular;9;jul;582;2;161;4;failure;0.47904375
29;management;single;secondary;no;966;no;no;cellular;9;jul;1185;1;396;2;other;0.87955314
26;student;single;secondary;no;1164;no;no;cellular;9;jul;116;1;301;1;other;0.08513536
50;unknown;married;unknown;no;558;no;no;cellular;9;jul;464;1;683;6;failure;0.8543672
27;student;divorced;unknown;no;383;no;no;unknown;9;jul;15;1;-1;0;unknown;0.008175068
29;student;married;unknown;no;2229;no;no;unknown;9;jul;25;1;252;1;other;0.033538148
27;technician;single;secondary;no;337;no;no;unknown;9;jul;23;1;-1;0;unknown;0.011001113
53;admin.;single;secondary;no;654;no;no;unknown;10;jul;67;1;-1;0;unknown;0.0029658969
40;admin.;married;secondary;no;457;no;no;unknown;12;jul;9;1;-1;0;unknown;0.001033627
35;admin.;single;tertiary;no;170;no;no;unknown;12;jul;12;1;-1;0;unknown;0.0017381791
74;retired;married;primary;no;5539;no;no;cellular;12;jul;390;2;159;3;failure;0.57218385
27;unemployed;single;tertiary;no;77;no;no;cellular;12;jul;305;4;77;1;success;0.65868986
35;self-employed;married;tertiary;no;2427;no;no;cellular;12;jul;210;3;158;7;other;0.35334992
50;entrepreneur;divorced;tertiary;no;315;no;no;cellular;12;jul;101;2;185;2;failure;0.05389911
27;management;single;secondary;no;843;no;no;cellular;12;jul;123;2;185;1;success;0.13081501
66;retired;divorced;unknown;no;53;no;no;cellular;12;jul;562;4;-1;0;unknown;0.36018753
43;admin.;single;secondary;no;386;no;no;cellular;12;jul;220;3;529;1;failure;0.39543962
25;management;single;tertiary;no;380;no;no;cellular;12;jul;167;1;-1;0;unknown;0.044185136
20;student;single;primary;no;134;no;no;cellular;12;jul;273;1;277;3;other;0.6116816
30;self-employed;single;tertiary;no;251;no;no;cellular;12;jul;537;1;-1;0;unknown;0.3653029
29;services;single;secondary;no;102;no;no;cellular;12;jul;154;1;182;5;failure;0.21479832
57;retired;married;secondary;no;1044;no;no;telephone;12;jul;567;1;182;3;success;0.8472814
72;retired;divorced;tertiary;no;402;no;no;cellular;12;jul;194;3;-1;0;unknown;0.110084325
36;management;married;tertiary;no;93;no;no;cellular;12;jul;262;2;182;7;failure;0.4837231
31;management;single;tertiary;no;2907;yes;no;cellular;12;jul;248;1;194;3;failure;0.22789334
55;unknown;married;secondary;no;1157;no;no;cellular;12;jul;289;1;412;2;failure;0.55953
72;admin.;married;primary;no;2321;no;no;cellular;12;jul;200;6;122;6;other;0.31165272
47;admin.;single;secondary;no;3696;no;no;cellular;12;jul;250;2;181;4;success;0.79835945
80;retired;married;primary;no;1468;no;no;cellular;13;jul;256;2;181;3;success;0.66826415
65;retired;divorced;secondary;no;828;no;no;cellular;13;jul;305;1;-1;0;unknown;0.27987528
30;student;single;secondary;no;459;no;no;cellular;13;jul;98;2;210;22;success;0.1398512
25;blue-collar;single;secondary;no;1857;yes;no;cellular;13;jul;195;2;91;10;success;0.6541212
33;management;single;tertiary;no;1962;no;no;cellular;13;jul;363;1;181;1;failure;0.4871904
29;self-employed;single;tertiary;no;1579;no;no;cellular;13;jul;178;1;181;4;success;0.8622885
79;retired;divorced;primary;no;2787;no;no;telephone;13;jul;617;1;377;1;success;0.9528651
24;student;single;secondary;no;1123;no;no;cellular;13;jul;475;1;412;1;other;0.8676605
27;technician;single;secondary;no;643;no;no;cellular;13;jul;317;1;-1;0;unknown;0.11783793
63;retired;married;tertiary;no;4692;yes;no;cellular;13;jul;88;1;181;2;failure;0.043666095
36;management;single;unknown;no;62;no;no;cellular;13;jul;311;1;91;2;success;0.70757663
38;self-employed;divorced;tertiary;no;6447;no;no;cellular;13;jul;316;3;182;1;failure;0.48691452
31;unemployed;married;tertiary;no;330;no;no;cellular;13;jul;309;1;181;3;success;0.8875062
22;student;single;secondary;no;71;no;no;cellular;13;jul;337;1;181;2;success;0.97319555
36;services;married;unknown;no;618;no;no;cellular;13;jul;360;1;335;2;success;0.8163178
40;management;married;tertiary;no;4539;no;no;cellular;13;jul;256;3;439;1;failure;0.67628026
25;technician;single;tertiary;yes;160;no;yes;unknown;13;jul;151;1;-1;0;unknown;0.0057991827
31;technician;married;tertiary;no;2166;no;no;cellular;13;jul;577;6;182;2;success;0.823444
26;blue-collar;single;secondary;no;2007;no;no;cellular;13;jul;272;3;182;2;success;0.79659534
51;management;married;tertiary;no;3463;no;yes;cellular;13;jul;371;2;166;3;other;0.6533911
27;admin.;single;tertiary;no;4738;no;no;cellular;13;jul;752;1;-1;0;unknown;0.78528315
46;admin.;divorced;secondary;no;99;no;no;unknown;14;jul;18;1;-1;0;unknown;0.00082713045
70;retired;divorced;primary;no;482;no;no;telephone;14;jul;413;1;181;3;success;0.82318705
24;student;single;primary;no;1235;no;no;cellular;14;jul;334;4;93;6;other;0.82099825
23;student;single;secondary;no;1298;no;no;cellular;14;jul;603;1;-1;0;unknown;0.78339386
41;technician;single;secondary;no;5329;no;no;cellular;14;jul;397;2;-1;0;unknown;0.1773189
53;technician;married;primary;no;6181;no;no;cellular;14;jul;817;2;209;3;other;0.9056873
30;technician;single;secondary;no;1112;no;no;cellular;14;jul;133;3;-1;0;unknown;0.017626975
86;retired;married;primary;no;1255;no;no;telephone;14;jul;247;1;180;3;success;0.72626543
30;blue-collar;single;secondary;no;180;no;no;cellular;14;jul;203;1;183;2;failure;0.23159674
27;student;single;unknown;no;132;no;no;cellular;14;jul;276;1;-1;0;unknown;0.21711868
34;technician;single;tertiary;no;2733;no;no;cellular;14;jul;604;1;-1;0;unknown;0.419981
49;services;married;secondary;no;725;no;yes;unknown;14;jul;70;1;-1;0;unknown;0.0016685217
68;retired;divorced;secondary;no;4189;no;no;telephone;14;jul;897;2;-1;0;unknown;0.67097914
35;management;married;secondary;no;724;yes;no;cellular;14;jul;287;2;415;1;failure;0.5953303
30;admin.;married;secondary;no;222;no;no;telephone;14;jul;343;9;-1;0;unknown;0.087730855
28;student;single;secondary;no;205;no;no;cellular;14;jul;87;3;184;2;other;0.07682089
56;blue-collar;married;secondary;no;813;yes;yes;unknown;14;jul;71;1;-1;0;unknown;0.0017401617
66;retired;married;secondary;no;154;no;no;cellular;15;jul;268;5;181;2;failure;0.59777784
36;blue-collar;single;tertiary;no;1830;no;no;cellular;15;jul;185;5;181;6;failure;0.34879965
30;management;single;tertiary;no;232;no;no;cellular;15;jul;219;1;91;1;success;0.87241
60;retired;divorced;tertiary;no;979;yes;no;cellular;15;jul;346;1;181;4;success;0.89794046
46;admin.;married;secondary;no;5021;no;no;cellular;15;jul;957;1;182;1;success;0.8914853
47;admin.;married;secondary;no;3676;no;no;cellular;15;jul;415;2;342;1;other;0.76560855
31;technician;single;secondary;no;2544;no;no;cellular;15;jul;252;1;184;3;success;0.818052
66;retired;married;primary;no;2173;no;no;cellular;15;jul;178;1;181;5;failure;0.19765066
64;housemaid;married;primary;no;768;no;no;cellular;15;jul;250;2;182;1;success;0.69112676
68;retired;married;secondary;no;2469;yes;no;telephone;15;jul;552;2;-1;0;unknown;0.52968067
63;blue-collar;married;secondary;no;180;no;no;cellular;15;jul;390;2;182;5;success;0.91862
42;unemployed;married;secondary;no;1289;no;no;cellular;15;jul;250;4;415;2;failure;0.6609892
57;blue-collar;married;primary;no;3498;no;no;cellular;15;jul;210;2;456;2;success;0.52018434
29;student;single;secondary;no;658;no;no;cellular;15;jul;198;2;244;4;other;0.66064245
61;retired;married;secondary;no;938;no;no;cellular;15;jul;392;2;183;3;success;0.8974172
24;technician;single;secondary;no;3843;no;no;cellular;15;jul;561;2;-1;0;unknown;0.608514
45;technician;single;tertiary;no;1591;no;no;cellular;15;jul;392;4;-1;0;unknown;0.18018278
60;services;single;secondary;no;739;no;no;cellular;15;jul;261;1;182;1;success;0.8270208
35;services;married;secondary;no;2918;no;yes;cellular;16;jul;815;2;407;3;success;0.95535856
38;admin.;single;secondary;no;4803;no;no;cellular;16;jul;129;2;182;2;success;0.11556487
58;management;married;tertiary;no;1318;no;no;cellular;16;jul;184;1;179;5;failure;0.29333404
43;unemployed;married;tertiary;no;0;no;no;cellular;16;jul;745;1;281;1;failure;0.8564032
64;retired;married;secondary;no;588;no;no;cellular;16;jul;574;1;179;3;success;0.8891219
26;admin.;married;secondary;no;2469;no;no;cellular;16;jul;136;8;-1;0;unknown;0.01938912
22;student;single;primary;no;423;no;no;cellular;16;jul;316;1;179;10;success;0.96738476
49;blue-collar;married;secondary;no;1946;no;no;cellular;16;jul;486;1;-1;0;unknown;0.18407811
52;technician;married;tertiary;no;2506;no;no;cellular;16;jul;377;1;228;3;failure;0.5798284
46;management;married;secondary;no;766;yes;no;unknown;16;jul;6;1;-1;0;unknown;0.0009879486
19;student;single;secondary;no;302;no;no;cellular;16;jul;205;1;-1;0;unknown;0.3017452
41;management;divorced;tertiary;no;4567;yes;yes;cellular;16;jul;106;1;-1;0;unknown;0.0035125245
31;management;divorced;tertiary;no;414;no;yes;cellular;16;jul;241;1;-1;0;unknown;0.030746538
37;management;married;tertiary;no;0;no;no;cellular;16;jul;268;2;182;3;success;0.85840064
48;unemployed;married;secondary;no;817;no;no;cellular;16;jul;806;3;183;5;success;0.93967324
36;management;divorced;tertiary;no;649;no;no;cellular;16;jul;237;2;91;1;failure;0.3949296
30;management;single;tertiary;no;1268;no;no;cellular;16;jul;73;4;-1;0;unknown;0.003381076
42;management;divorced;tertiary;no;5037;no;no;cellular;16;jul;100;6;84;14;success;0.048550878
33;technician;married;secondary;no;183;no;no;cellular;16;jul;457;2;182;3;other;0.7037029
30;admin.;married;secondary;no;1081;no;no;cellular;16;jul;222;2;-1;0;unknown;0.03379512
51;admin.;married;secondary;no;423;yes;yes;cellular;16;jul;84;5;183;2;failure;0.019378653
30;self-employed;married;secondary;no;123;no;yes;unknown;17;jul;66;1;85;5;other;0.02737577
32;services;married;primary;no;164;yes;no;unknown;17;jul;19;1;-1;0;unknown;0.00053614273
39;blue-collar;married;secondary;no;2467;no;no;cellular;19;jul;207;2;276;3;other;0.45490593
34;technician;married;secondary;no;806;no;no;cellular;19;jul;253;3;458;1;success;0.8462887
46;technician;married;secondary;no;9299;no;no;cellular;19;jul;1148;1;276;2;other;0.9056463
58;blue-collar;divorced;primary;no;1299;no;no;cellular;19;jul;128;2;234;2;failure;0.048219863
42;management;married;unknown;no;1519;no;no;cellular;19;jul;268;1;-1;0;unknown;0.050938044
60;admin.;married;unknown;no;478;no;no;cellular;19;jul;173;2;311;8;failure;0.17799135
36;management;divorced;tertiary;no;1057;no;no;cellular;19;jul;230;2;164;2;failure;0.37459236
32;entrepreneur;married;tertiary;no;762;no;no;cellular;19;jul;187;11;-1;0;unknown;0.0296332
45;management;married;tertiary;no;31472;no;no;cellular;19;jul;568;7;-1;0;unknown;0.27201638
44;management;single;tertiary;no;1090;no;no;cellular;19;jul;204;4;532;2;other;0.6929978
73;retired;married;primary;no;1388;no;no;cellular;20;jul;146;3;190;3;success;0.40786743
46;blue-collar;married;secondary;no;6879;no;no;cellular;20;jul;296;1;281;2;failure;0.23512863
57;retired;married;secondary;no;3738;yes;no;cellular;20;jul;178;2;92;8;failure;0.25316423
35;management;married;tertiary;no;2374;yes;yes;cellular;20;jul;174;2;215;6;other;0.2022882
29;admin.;single;secondary;no;854;no;no;cellular;20;jul;175;5;95;1;other;0.44541028
29;admin.;single;secondary;no;1277;no;no;cellular;20;jul;165;2;481;1;success;0.6556111
35;blue-collar;married;secondary;no;-17;yes;no;unknown;20;jul;7;1;-1;0;unknown;0.0004092537
31;unemployed;divorced;tertiary;no;756;no;no;cellular;20;jul;355;2;-1;0;unknown;0.118176416
47;self-employed;married;secondary;no;523;no;no;unknown;20;jul;7;1;-1;0;unknown;0.00079956953
41;blue-collar;married;primary;no;178;yes;no;unknown;20;jul;5;1;791;1;failure;0.03434262
29;management;single;tertiary;no;2344;yes;no;cellular;20;jul;288;1;133;2;failure;0.15265542
54;blue-collar;married;secondary;no;1636;no;no;telephone;20;jul;1008;2;-1;0;unknown;0.4915475
27;admin.;single;secondary;no;125;no;no;cellular;21;jul;104;1;288;8;failure;0.04319517
49;management;divorced;tertiary;no;300;no;no;cellular;21;jul;316;1;-1;0;unknown;0.0745681
24;admin.;single;secondary;no;1055;no;no;cellular;21;jul;338;1;-1;0;unknown;0.20686823
35;admin.;single;secondary;no;321;no;no;cellular;21;jul;143;1;412;3;other;0.46357745
24;student;single;secondary;no;1234;no;no;cellular;21;jul;314;1;156;2;success;0.9275154
34;management;divorced;tertiary;no;70;yes;no;unknown;22;jul;5;1;701;6;other;0.06409653
24;admin.;single;secondary;no;1295;no;no;cellular;22;jul;355;2;92;1;success;0.8438567
43;management;married;tertiary;no;839;no;no;cellular;22;jul;942;1;-1;0;unknown;0.42019415
